class,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
A,0.5045539736747742,0.3490334153175354,0.2364870011806488,0.21905720233917236,0.2834571599960327,0.3360251188278198,0.34403395652770996,0.3453187942504883,0.35143017768859863,0.43780606985092163,0.44198065996170044,0.42642742395401,0.4296383261680603,0.5344465374946594,0.5397636294364929,0.5093933343887329,0.5063709616661072,0.6299566030502319,0.6302130222320557,0.5964977741241455,0.582758367061615,0.7936640977859497,0.7182212471961975,0.6118597984313965,0.5029594898223877,0.44907835125923157,0.5140480995178223,0.42416438460350037,0.51169353723526,0.5785369873046875,0.5137528777122498,0.4212411046028137,0.5361727476119995,0.6074659824371338,0.5261655449867249,0.44262269139289856,0.5483711957931519,0.6191977262496948,0.5504830479621887,0.47143808007240295,0.5387075543403625,0.5961191654205322
A,0.536496102809906,0.3625372052192688,0.26382702589035034,0.23666182160377502,0.2548375129699707,0.3591039180755615,0.35947346687316895,0.34577733278274536,0.3485068082809448,0.44304507970809937,0.4407387375831604,0.42568185925483704,0.43322861194610596,0.5276677012443542,0.5275672674179077,0.500434398651123,0.5020506381988525,0.6138536930084229,0.6177741885185242,0.5847669839859009,0.5741173624992371,0.6581640839576721,0.5695161819458008,0.46846508979797363,0.3623870015144348,0.3014516234397888,0.3758416771888733,0.29320648312568665,0.3482593894004822,0.39313605427742004,0.37352868914604187,0.2830527126789093,0.3668953776359558,0.41744884848594666,0.38132715225219727,0.29971250891685486,0.3850535452365875,0.4383041262626648,0.3974948525428772,0.3167436122894287,0.3678666353225708,0.4133251905441284
A,0.43210670351982117,0.30077508091926575,0.19798049330711365,0.17648696899414062,0.22458554804325104,0.28314274549484253,0.27584129571914673,0.27919599413871765,0.2862507104873657,0.37285274267196655,0.36376237869262695,0.3545379936695099,0.3607805073261261,0.45671433210372925,0.4522921144962311,0.4299364686012268,0.42880162596702576,0.5402529835700989,0.5330609679222107,0.5038214921951294,0.4907432496547699,0.778125524520874,0.7084875106811523,0.6176972389221191,0.5221220254898071,0.4699552357196808,0.5278683304786682,0.4529914855957031,0.5371109247207642,0.5935428142547607,0.5257167816162109,0.4486299157142639,0.5587965250015259,0.6220686435699463,0.5388548374176025,0.46753761172294617,0.5689659714698792,0.6299548149108887,0.5640708804130554,0.49969667196273804,0.5677529573440552,0.6203761100769043
A,0.5545176267623901,0.38693296909332275,0.29158899188041687,0.2908346354961395,0.3589671850204468,0.4386969804763794,0.44655221700668335,0.4183911383152008,0.42132580280303955,0.5381973385810852,0.5489486455917358,0.5041704773902893,0.5004653334617615,0.6377949714660645,0.6449558138847351,0.5880352854728699,0.5797585248947144,0.7417742013931274,0.740054726600647,0.6829044222831726,0.6609432101249695,0.8066542148590088,0.6999611854553223,0.5704110860824585,0.45671725273132324,0.40165653824806213,0.4805840849876404,0.38514864444732666,0.4729594886302948,0.5486258864402771,0.4885740876197815,0.3800064027309418,0.49732643365859985,0.5805896520614624,0.5120160579681396,0.4073388874530792,0.5152320265769958,0.5974141955375671,0.5502259731292725,0.4563230276107788,0.5151086449623108,0.5725188255310059
A,0.4435998499393463,0.28849148750305176,0.17094647884368896,0.15929248929023743,0.2236153781414032,0.3166806697845459,0.31762930750846863,0.30881044268608093,0.31305092573165894,0.4289674162864685,0.41575148701667786,0.38897451758384705,0.39289695024490356,0.535862386226654,0.5264767408370972,0.4893122911453247,0.48473939299583435,0.6477115750312805,0.632622241973877,0.5959060788154602,0.5847176909446716,0.7710884809494019,0.7176252007484436,0.579593300819397,0.4588150978088379,0.38588136434555054,0.4728836119174957,0.384817898273468,0.4725867509841919,0.5428057312965393,0.4699825644493103,0.37042534351348877,0.4908154606819153,0.5742888450622559,0.48878732323646545,0.38269299268722534,0.49725672602653503,0.5813952684402466,0.5256852507591248,0.44034773111343384,0.5070611238479614,0.5659392476081848
A,0.4485331177711487,0.2638387382030487,0.15832412242889404,0.15369915962219238,0.2153780162334442,0.3013877272605896,0.29085618257522583,0.2702210247516632,0.27846455574035645,0.4076482057571411,0.40245261788368225,0.3693532645702362,0.3725309669971466,0.5157173275947571,0.5103229284286499,0.4611062705516815,0.4578606188297272,0.629715621471405,0.6154066324234009,0.5584387183189392,0.5366970896720886,0.606522798538208,0.49504607915878296,0.3683392405509949,0.2502427399158478,0.18142810463905334,0.2575165331363678,0.15643684566020966,0.24581214785575867,0.3246627151966095,0.25767937302589417,0.14426688849925995,0.2648651897907257,0.3566746711730957,0.2740134000778198,0.1601751744747162,0.27712079882621765,0.3706912100315094,0.30686619877815247,0.20142686367034912,0.26920872926712036,0.3394881784915924
A,0.6547448635101318,0.48401910066604614,0.36983978748321533,0.36116865277290344,0.4341602921485901,0.47121450304985046,0.504902720451355,0.5168633460998535,0.5172056555747986,0.5569933652877808,0.5979586243629456,0.5884952545166016,0.5807223320007324,0.6282100081443787,0.6666864156723022,0.6555113196372986,0.6395939588546753,0.6844362020492554,0.6924721002578735,0.6781860589981079,0.6572310924530029,0.6259881854057312,0.5535658597946167,0.4224793016910553,0.29022127389907837,0.22265048325061798,0.336956262588501,0.23131902515888214,0.30984753370285034,0.37284111976623535,0.3264341950416565,0.21309445798397064,0.3235481381416321,0.40088099241256714,0.32746249437332153,0.2173251509666443,0.3312271237373352,0.42071765661239624,0.3375542163848877,0.24192684888839722,0.31100693345069885,0.3745919167995453
A,0.6132136583328247,0.46799522638320923,0.35019126534461975,0.3466562032699585,0.4289794862270355,0.49137642979621887,0.5131680369377136,0.4923504889011383,0.48675820231437683,0.6142396330833435,0.6333960890769958,0.5872306823730469,0.5743468999862671,0.7213788628578186,0.7469857931137085,0.6953328847885132,0.6740138530731201,0.8189351558685303,0.849247395992279,0.8158804178237915,0.7938373684883118,0.7493788003921509,0.7086197137832642,0.5953136086463928,0.49238404631614685,0.45967644453048706,0.5158684253692627,0.4347408711910248,0.5399165749549866,0.6281263828277588,0.517246663570404,0.4332803785800934,0.5629612803459167,0.6590423583984375,0.5430283546447754,0.4664291739463806,0.586486279964447,0.6784578561782837,0.5827332735061646,0.5326631665229797,0.6089136600494385,0.6702949404716492
A,0.42940497398376465,0.30709531903266907,0.24266907572746277,0.23273268342018127,0.23317104578018188,0.3407072126865387,0.31247976422309875,0.28975293040275574,0.2933233678340912,0.4432958960533142,0.41342586278915405,0.37087053060531616,0.37061256170272827,0.5429854989051819,0.5230644345283508,0.4628315567970276,0.45244449377059937,0.6489529609680176,0.6265395283699036,0.5691402554512024,0.5504377484321594,0.8256268501281738,0.7512460947036743,0.6206554770469666,0.510002076625824,0.4240269660949707,0.507768988609314,0.4080761671066284,0.503770112991333,0.5831987261772156,0.5136196613311768,0.40140295028686523,0.5321020483970642,0.6158276200294495,0.5374685525894165,0.42281222343444824,0.5446184277534485,0.6249909400939941,0.5806268453598022,0.484910249710083,0.5573472380638123,0.61551433801651
A,0.37769556045532227,0.1879439502954483,0.09026290476322174,0.09355723857879639,0.1494257003068924,0.24004897475242615,0.23135319352149963,0.21213191747665405,0.22488927841186523,0.3492838144302368,0.3406725823879242,0.308415949344635,0.32047566771507263,0.46188122034072876,0.45438164472579956,0.40919598937034607,0.4153772294521332,0.5829085111618042,0.5634517073631287,0.5080884695053101,0.4960331320762634,0.6014394760131836,0.48726797103881836,0.342365026473999,0.210790753364563,0.12624070048332214,0.22789107263088226,0.12410132586956024,0.23641382157802582,0.31882351636886597,0.22751355171203613,0.10988594591617584,0.2558082640171051,0.34130769968032837,0.24675557017326355,0.12700137495994568,0.26418808102607727,0.35157519578933716,0.28255289793014526,0.17881478369235992,0.26637205481529236,0.33368951082229614
A,0.5710845589637756,0.37142616510391235,0.2520788311958313,0.24909627437591553,0.3314976990222931,0.4076816439628601,0.4319641888141632,0.4156535565853119,0.40939757227897644,0.5302677154541016,0.5474919080734253,0.5082737803459167,0.5006635785102844,0.6385394930839539,0.6537530422210693,0.6079873442649841,0.5974665284156799,0.7434146404266357,0.7440683841705322,0.7063730359077454,0.6920351982116699,0.6701063513755798,0.5780910849571228,0.44506320357322693,0.3076307773590088,0.24288800358772278,0.3418920934200287,0.23184818029403687,0.3273349404335022,0.39857253432273865,0.33779317140579224,0.21595634520053864,0.3414900600910187,0.42686721682548523,0.3558180332183838,0.23658694326877594,0.35892924666404724,0.44991299510002136,0.38669106364250183,0.2963930070400238,0.36648377776145935,0.42684492468833923
A,0.545084536075592,0.37335848808288574,0.23700866103172302,0.21732103824615479,0.29996877908706665,0.38213616609573364,0.3792184591293335,0.3757350742816925,0.3866722583770752,0.5026535987854004,0.4999050199985504,0.48102647066116333,0.48753437399864197,0.6199269890785217,0.6233493089675903,0.5867847800254822,0.5801977515220642,0.7362383604049683,0.7357165813446045,0.6937330961227417,0.6750337481498718,0.8007569313049316,0.7390933036804199,0.5954378247261047,0.46559977531433105,0.40064018964767456,0.47989028692245483,0.38235756754875183,0.49441438913345337,0.572486937046051,0.4786013960838318,0.37513065338134766,0.517724335193634,0.5988664627075195,0.49948248267173767,0.3957095444202423,0.5290176272392273,0.6150676608085632,0.5396251082420349,0.45032957196235657,0.5313143134117126,0.5946570634841919
A,0.5755735039710999,0.38353195786476135,0.24737662076950073,0.22188085317611694,0.27821600437164307,0.377699077129364,0.37815049290657043,0.3906470537185669,0.4001690149307251,0.49692317843437195,0.496157169342041,0.49609482288360596,0.5020262598991394,0.6115875840187073,0.6077908277511597,0.5903857946395874,0.5845888257026672,0.7316009402275085,0.7200255990028381,0.6955773830413818,0.6824008822441101,0.8111429214477539,0.7414509057998657,0.6182194948196411,0.49031031131744385,0.41633695363998413,0.5004268884658813,0.3957536518573761,0.4836151897907257,0.5670232772827148,0.4936775863170624,0.3791624903678894,0.5060933232307434,0.6076821088790894,0.5043626427650452,0.39282864332199097,0.5152879953384399,0.6144698858261108,0.5332502126693726,0.4319136440753937,0.5055909752845764,0.5810225605964661
A,0.6701837778091431,0.4858197271823883,0.3439705967903137,0.31383180618286133,0.380282461643219,0.46632421016693115,0.4809817373752594,0.4893803298473358,0.49344003200531006,0.5830071568489075,0.5853635668754578,0.5778647661209106,0.583027720451355,0.6934086084365845,0.6924070119857788,0.6722000241279602,0.6684767603874207,0.8065762519836426,0.7902827262878418,0.7651609778404236,0.7560722827911377,0.7799712419509888,0.7031046748161316,0.5823305249214172,0.459679514169693,0.3947531580924988,0.4808720350265503,0.3716813921928406,0.4555061459541321,0.5309355854988098,0.47391435503959656,0.35487687587738037,0.4756659269332886,0.5696068406105042,0.4827313721179962,0.36646509170532227,0.4857250154018402,0.5765910744667053,0.5044506788253784,0.4087279736995697,0.48448634147644043,0.5549167990684509
A,0.6685749292373657,0.46795520186424255,0.33778756856918335,0.31003624200820923,0.3553425669670105,0.456625372171402,0.47022080421447754,0.4600643813610077,0.4558970034122467,0.5667540431022644,0.5672532916069031,0.5525075793266296,0.5568904876708984,0.6754634976387024,0.6794642806053162,0.6534179449081421,0.6452490091323853,0.78736412525177,0.7905648946762085,0.7615238428115845,0.7462730407714844,0.660354733467102,0.5664446949958801,0.4482530951499939,0.3265325427055359,0.259541779756546,0.3302318751811981,0.23654204607009888,0.31035417318344116,0.37444230914115906,0.3248095214366913,0.2257688343524933,0.3331760764122009,0.4094220995903015,0.3350493907928467,0.23473158478736877,0.33998775482177734,0.41463038325309753,0.3583029508590698,0.2671475410461426,0.33120572566986084,0.39231204986572266
A,0.47881945967674255,0.29564324021339417,0.1737033724784851,0.1545093059539795,0.20691528916358948,0.31586259603500366,0.3133952021598816,0.31291502714157104,0.3151758015155792,0.42973142862319946,0.4171937108039856,0.4054213762283325,0.41044390201568604,0.5380780696868896,0.5279054045677185,0.5005056858062744,0.4919537305831909,0.6547372341156006,0.6441757678985596,0.6139235496520996,0.5958287119865417,0.6218520402908325,0.5421007871627808,0.42014431953430176,0.3005674481391907,0.22837066650390625,0.30593597888946533,0.2019955962896347,0.286171555519104,0.37161052227020264,0.30099987983703613,0.19023160636425018,0.3009645938873291,0.4068491756916046,0.31289154291152954,0.2056342512369156,0.3190608620643616,0.4213259816169739,0.33776870369911194,0.23079098761081696,0.29726529121398926,0.3773277997970581
A,0.4385567605495453,0.2755810618400574,0.14769819378852844,0.12773621082305908,0.19860292971134186,0.28879809379577637,0.26907479763031006,0.2647245526313782,0.2658762037754059,0.4060700535774231,0.38554486632347107,0.3700448274612427,0.37259167432785034,0.5174563527107239,0.5031934380531311,0.474449098110199,0.464691698551178,0.6294533610343933,0.6207246780395508,0.5944247245788574,0.5790125727653503,0.7481354475021362,0.6957132816314697,0.5847687125205994,0.48466289043426514,0.4314507246017456,0.4735555648803711,0.39316490292549133,0.4780350923538208,0.5682899355888367,0.4681660830974579,0.3803974390029907,0.501181960105896,0.6055136322975159,0.4830835461616516,0.38950154185295105,0.5090271234512329,0.6089627742767334,0.5207191705703735,0.4357758164405823,0.5042930841445923,0.5755412578582764
A,0.44043707847595215,0.5366100072860718,0.6227336525917053,0.666363000869751,0.6807500123977661,0.7250986099243164,0.7510274648666382,0.6881004571914673,0.6470734477043152,0.6615108847618103,0.6440139412879944,0.5865651369094849,0.5560795664787292,0.5782384872436523,0.554587721824646,0.5124683380126953,0.49741071462631226,0.49299126863479614,0.4795776903629303,0.45308130979537964,0.4399637281894684,0.6125773787498474,0.6639724969863892,0.6850790977478027,0.6970016360282898,0.6995378136634827,0.5629003047943115,0.6376935839653015,0.6877376437187195,0.6937422156333923,0.5270513892173767,0.6357932686805725,0.6789873838424683,0.6733632683753967,0.5164526104927063,0.6311846971511841,0.6685693860054016,0.6570509672164917,0.5202033519744873,0.6132053136825562,0.6493938565254211,0.642977774143219
A,0.6751672029495239,0.47496992349624634,0.34960880875587463,0.3259736895561218,0.36668431758880615,0.46687251329421997,0.4845333397388458,0.4776346981525421,0.4718027114868164,0.5786961317062378,0.5866649150848389,0.5712443590164185,0.5684415102005005,0.6874655485153198,0.6933589577674866,0.6685187816619873,0.6547374725341797,0.7966750860214233,0.7910338640213013,0.762558102607727,0.7438830733299255,0.7565007209777832,0.6671933531761169,0.5592552423477173,0.444717675447464,0.3823617100715637,0.44924360513687134,0.3612864017486572,0.4290452003479004,0.487710177898407,0.4405413269996643,0.3472449779510498,0.44469186663627625,0.5236555337905884,0.4482359290122986,0.357458233833313,0.45531797409057617,0.5312182903289795,0.4671226143836975,0.3861386179924011,0.4478253424167633,0.5087184906005859
A,0.6671914458274841,0.4779072105884552,0.36455678939819336,0.34405696392059326,0.4041513502597809,0.49233752489089966,0.5041147470474243,0.49438944458961487,0.4907282590866089,0.5924907922744751,0.5972335934638977,0.5817519426345825,0.581757128238678,0.691652774810791,0.6965478658676147,0.6690420508384705,0.6585032939910889,0.7948188781738281,0.8004923462867737,0.7705809473991394,0.7510709762573242,0.650316596031189,0.550971508026123,0.4434542953968048,0.33145982027053833,0.278259813785553,0.34225398302078247,0.25433433055877686,0.32328110933303833,0.38831859827041626,0.3406604826450348,0.24097293615341187,0.33944422006607056,0.4261733889579773,0.3537184000015259,0.2564297616481781,0.3517220616340637,0.4352795481681824,0.37639662623405457,0.2849389612674713,0.3433038592338562,0.4095812141895294
A,0.5052052140235901,0.3349960148334503,0.22883698344230652,0.22144508361816406,0.28237807750701904,0.36285775899887085,0.36427199840545654,0.35722804069519043,0.3522651195526123,0.47179555892944336,0.4630388915538788,0.44053757190704346,0.43725618720054626,0.5732394456863403,0.5620390772819519,0.5281429290771484,0.5175374746322632,0.6826280355453491,0.6680025458335876,0.635906457901001,0.6186056733131409,0.6420007348060608,0.5623424053192139,0.4445532262325287,0.3358926773071289,0.27179595828056335,0.3466988503932953,0.25117161870002747,0.3281075358390808,0.4025185704231262,0.34502458572387695,0.23973147571086884,0.3453671932220459,0.44713249802589417,0.3573831617832184,0.25248393416404724,0.35884329676628113,0.45630016922950745,0.3811894655227661,0.28447985649108887,0.3485381007194519,0.4235573410987854
A,0.48041868209838867,0.3207150995731354,0.18945300579071045,0.16930127143859863,0.2412034422159195,0.3306003510951996,0.3240266442298889,0.3194330930709839,0.32146620750427246,0.44091564416885376,0.4327552020549774,0.41532501578330994,0.418218731880188,0.5452922582626343,0.5408639907836914,0.5104870200157166,0.5034749507904053,0.6515375375747681,0.643555223941803,0.615471363067627,0.6049543619155884,0.7540769577026367,0.7017343640327454,0.5751773118972778,0.4603865146636963,0.4016585946083069,0.46885594725608826,0.3761157691478729,0.4583815634250641,0.5398081541061401,0.4663100838661194,0.3662104606628418,0.4838124215602875,0.5756955146789551,0.48282092809677124,0.3809904456138611,0.4945039451122284,0.5829184055328369,0.5186870694160461,0.42627251148223877,0.49356013536453247,0.5596172213554382
A,0.49894440174102783,0.3335517644882202,0.20036464929580688,0.18180273473262787,0.25201061367988586,0.3265267312526703,0.33304980397224426,0.33674827218055725,0.3361419439315796,0.44186529517173767,0.44290459156036377,0.4312639534473419,0.4309338331222534,0.5514551401138306,0.5520408153533936,0.5286508202552795,0.5185059309005737,0.6612541675567627,0.6541559100151062,0.6302270889282227,0.6183751225471497,0.8482416272163391,0.790919840335846,0.6666970252990723,0.5522565841674805,0.4973774254322052,0.5512821674346924,0.46440446376800537,0.546674907207489,0.6226253509521484,0.547371506690979,0.45631325244903564,0.5709632635116577,0.6615818738937378,0.5636374950408936,0.47246959805488586,0.5809778571128845,0.6668971180915833,0.5982393622398376,0.5183294415473938,0.5861371159553528,0.6519768834114075
A,0.645188570022583,0.44913968443870544,0.32457441091537476,0.3121494948863983,0.3784342408180237,0.45786941051483154,0.47339680790901184,0.47479718923568726,0.47608277201652527,0.572657585144043,0.5817669630050659,0.5610218048095703,0.5552932620048523,0.6785900592803955,0.686775803565979,0.6567401885986328,0.645711362361908,0.7867357134819031,0.7798759937286377,0.7484815716743469,0.7317808866500854,0.8175622820854187,0.7462637424468994,0.6314295530319214,0.5164621472358704,0.46237316727638245,0.5435605645179749,0.44006776809692383,0.5105575323104858,0.584758996963501,0.5390651822090149,0.42502808570861816,0.5295884609222412,0.6263055205345154,0.5490387082099915,0.4478875994682312,0.5565233826637268,0.6509698629379272,0.5713265538215637,0.48207229375839233,0.5423862934112549,0.6071683168411255
A,0.6456838846206665,0.45945703983306885,0.3455224335193634,0.32174187898635864,0.3811802268028259,0.47600799798965454,0.4888860285282135,0.47585344314575195,0.4689655900001526,0.5749348998069763,0.5823489427566528,0.5613839030265808,0.5567131042480469,0.6734817624092102,0.6790987253189087,0.6508311629295349,0.6408275961875916,0.7758826017379761,0.778400719165802,0.7503118515014648,0.7369493246078491,0.7294415831565857,0.6360041499137878,0.5327834486961365,0.4249473810195923,0.37221628427505493,0.4284621477127075,0.34431982040405273,0.4114341139793396,0.4747285842895508,0.4292302131652832,0.335163950920105,0.4335704445838928,0.5180760622024536,0.44449228048324585,0.3539305329322815,0.4479043483734131,0.5267982482910156,0.47049540281295776,0.38524991273880005,0.44558006525039673,0.5101386904716492
A,0.4876406788825989,0.3271952271461487,0.2273748517036438,0.2189006507396698,0.27706605195999146,0.367110937833786,0.3824513256549835,0.3654889166355133,0.35447317361831665,0.4723266065120697,0.47758251428604126,0.4481421411037445,0.4394600987434387,0.5713407397270203,0.5753962993621826,0.530448317527771,0.505508542060852,0.6728783845901489,0.6770206689834595,0.6366400718688965,0.6043441295623779,0.6659139394760132,0.5736589431762695,0.4534885883331299,0.33976873755455017,0.2728530168533325,0.3523882031440735,0.2593962550163269,0.3346472382545471,0.41046273708343506,0.3563699424266815,0.2570074796676636,0.35323137044906616,0.4487919211387634,0.3767451047897339,0.2780753970146179,0.37402936816215515,0.46881285309791565,0.4082234501838684,0.3104446232318878,0.3658076524734497,0.4382046163082123
